utctimestamp,01FI1101E/PV.CV,01FI1103/AI1/PV.CV,01AI1923/AI1/PV.CV,60PI0496/AI1/PV.CV,01TI1538/AI1/PV.CV,01HC1955/PID1/PV.CV
2017-01-10 21:00:00+00:00,501.3707949,28.38539485,97.636956,1009.358561,6.555131485,5632.407454
2017-01-10 22:00:00+00:00,484.5262546,22.06952714,97.58109267,1009.266357,6.57216106,5617.610506
2017-01-10 23:00:00+00:00,493.6388386,21.45192464,97.52522934,1009.37625,6.536975744,5621.773512
2017-01-11 00:00:00+00:00,484.2802282,47.84353255,97.46936601,1008.604984,6.653413211,5626.741712
2017-01-11 01:00:00+00:00,482.4229331,59.932281,97.41350268,1007.939618,6.970759346,5624.620307
2017-01-11 02:00:00+00:00,509.4354298,49.73863136,97.35763936,1007.534543,7.162123789,5628.338888
2017-01-11 03:00:00+00:00,480.7231267,21.22088229,97.30177603,1006.85763,7.335749632,5652.661213
2017-01-11 04:00:00+00:00,484.1585876,41.02433105,97.21413804,1005.801784,7.613496559,5620.564458
2017-01-11 05:00:00+00:00,477.5297899,47.22590614,97.04016668,1004.697571,7.626550358,5627.583142
2017-01-11 06:00:00+00:00,491.1852995,27.55722916,96.8613367,1004.371257,7.440001122,5632.92155
2017-01-11 07:00:00+00:00,487.0800758,45.74628967,96.68250671,1003.96817,7.785693175,5653.398278
2017-01-11 08:00:00+00:00,472.1018953,44.91653955,96.50367673,1003.774536,8.31254242,5633.828519
2017-01-11 09:00:00+00:00,500.6257904,22.25098226,96.32484674,1003.146667,8.813903717,5633.430669
2017-01-11 10:00:00+00:00,472.1647382,54.35468354,96.14601676,1002.795217,10.8336137,5652.284178
